Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type,Bar.Price
Cao,Porcelana,1804,2016,50,U.S.A.,2.5,Venezuela,Criollo,0.81
Cao,Brazil,1808,2016,66,U.S.A.,3.25,Brazil,Trinitario,0.81
Cao,"Porcelana, Batch 5163",1804,2016,51,U.S.A.,3,Venezuela,Criollo,0.71
Caoni (Tulicorp),Esmeraldas,269,2008,73,Ecuador,3.5,Ecuador,,0.81
Caoni (Tulicorp),Los Rios,269,2008,82,Ecuador,3.25,Ecuador,,0.91
Caoni (Tulicorp),Esmeraldas,237,2008,64,Ecuador,2,Ecuador,,0.81
Caoni (Tulicorp),Manabi,266,2008,73,Ecuador,3,Ecuador,Forastero (Arriba),0.81
Caoni (Tulicorp),Manabi,237,2008,84,Ecuador,2.5,Ecuador,Forastero (Arriba),0.91
Caoni (Tulicorp),Los Rios,245,2008,63,Ecuador,2.75,Ecuador,Forastero (Arriba),
Captain Pembleton,Kulili Estate,1263,2014,72,New Zealand,3.75,Papua New Guinea,,0.71
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,55,New Zealand,3.5,Papua New Guinea,Trinitario,0.91
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,78,Costa Rica,3.25,Costa Rica,,0.91
Caribeans,Anselmo Paraiso Estate,1586,2015,68,Costa Rica,3.5,Costa Rica,,0.71
Caribeans,Costa Rica,841,2012,84,Costa Rica,3,Costa Rica,,0.81
Caribeans,Costa Rica,845,2012,68,Costa Rica,2.75,Costa Rica,,0.81
Caribeans,"Antigua, Special Reserve",1582,2015,61,Costa Rica,3.5,Guatemala,,0.71
Castronovo,Bolivia,1101,2013,77,U.S.A.,3,Bolivia,,0.71
Castronovo,"Duarte, Batch 360",1570,2015,77,U.S.A.,3.75,Domincan Republic,,0.81
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,64,U.S.A.,4,Belize,,0.81
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,77,U.S.A.,3.5,Venezuela,,0.91
Castronovo,"Guaniamo, Amazonas",1105,2013,65,U.S.A.,3.25,Venezuela,,0.91
Castronovo,Conacado,1101,2013,57,U.S.A.,3.5,Dominican Republic,,0.91
Castronovo,Guaniamo,1153,2013,68,U.S.A.,3,Venezuela,,0.81
Castronovo,Nicaragua,1109,2013,83,U.S.A.,3.25,Nicaragua,,0.91
Castronovo,Sierra Nevada,1347,2014,83,U.S.A.,3.5,Colombia,,0.71
Castronovo,Arauca,1371,2014,72,U.S.A.,3.5,Colombia,,0.71
Castronovo,San Martin,1105,2013,60,U.S.A.,2.5,Peru,Criollo,0.91
Castronovo,Tumbes,1153,2013,60,U.S.A.,2.75,Peru,Criollo,0.91
Castronovo,Elvesia P.,1407,2014,84,U.S.A.,2.75,Dominican Republic,Trinitario,
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,59,U.S.A.,3.5,Honduras,Trinitario,0.71
Cello,Peru,1247,2014,54,U.S.A.,2.75,Peru,,0.91
Cello,Bolivia,1251,2014,54,U.S.A.,3,Bolivia,,0.81
Cello,Venezuela,1251,2014,74,U.S.A.,2.75,Venezuela,,0.71
Cello,Ecuador,1247,2014,64,U.S.A.,2.5,Ecuador,,0.71
Cemoi,Equateur,404,2009,63,France,2.75,Ecuador,,0.91
Chaleur B,Uganda,1426,2014,71,Canada,2.75,Uganda,,0.91
Chchukululu (Tulicorp),Los Rios,252,2008,81,Ecuador,3,Ecuador,,0.91
Chchukululu (Tulicorp),Arriba,486,2010,71,Ecuador,2.75,Ecuador,Forastero (Arriba),
Chequessett,la Amistad,1235,2014,74,U.S.A.,3.5,Costa Rica,,0.71
Chloe Chocolat,Blend No. 1,672,2011,54,France,3.5,,,0.91
Chocablog,Ecuador,1454,2015,69,U.K.,3.25,Ecuador,,0.71
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,65,Germany,3,Belize,,0.91
Choco Del Sol,Maya Mountain,1407,2014,51,Germany,3.25,Belize,,0.71
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,69,South Korea,2.75,Vietnam,,0.71
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,75,South Korea,3.5,Malaysia,,0.91
Chocolarder,Peru + nibs,1482,2015,85,U.K.,2.75,Peru,,0.81
Chocolarder,Dominican Republic,1514,2015,72,U.K.,2.5,Dominican Republic,,0.71
Chocolarder,Peru,1482,2015,83,U.K.,2.5,Peru,,0.91
Chocola'te,Madagascar,647,2011,50,U.S.A.,3.75,Madagascar,,0.71
Chocola'te,Venezuela,647,2011,65,U.S.A.,3.75,Venezuela,,0.81
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,80,U.S.A.,2.5,Peru,,0.71
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,70,U.S.A.,2.5,,,1.2
Chocolate Con Amor,Wild Bolivian,1760,2016,81,U.S.A.,2.5,Bolivia,,0.71
Chocolate Con Amor,Ecuador,1764,2016,58,U.S.A.,3.25,Ecuador,,0.91
Chocolate Con Amor,Nicaragua,1768,2016,66,U.S.A.,2.75,Nicaragua,,
Chocolate Con Amor,Dominican Republic,1764,2016,54,U.S.A.,3,Dominican Republic,,0.81
Chocolate Con Amor,Ocumare,1764,2016,51,U.S.A.,3,Venezuela,Criollo (Ocumare),0.81
Chocolate Con Amor,Dominican Republic,1764,2016,72,U.S.A.,3,Dominican Republic,,1.3
Chocolate Con Amor,Uganda,1760,2016,78,U.S.A.,2.75,Uganda,,0.81
Chocolate Conspiracy,Peru,1259,2014,84,U.S.A.,2.75,Peru,,0.91
Chocolate Makers,"Peru, Awagum bar",1530,2015,85,Amsterdam,3.75,Peru,,0.81
Chocolate Makers,Tres Hombres,1530,2015,72,Amsterdam,3.25,Dominican Republic,,0.91
Chocolate Makers,"Congo, Gorilla bar",1530,2015,79,Amsterdam,3.5,Congo,Forastero,0.91
"Chocolate Tree, The",Peru,919,2012,70,Scotland,2.75,Peru,,0.71
"Chocolate Tree, The",Carenero Superior,1582,2015,54,Scotland,3.75,Venezuela,,0.91
"Chocolate Tree, The",Maranon,1582,2015,69,Scotland,3.75,Peru,Forastero (Nacional),0.81
"Chocolate Tree, The",Peru,1121,2013,79,Scotland,3.75,Peru,Forastero (Nacional),0.81
"Chocolate Tree, The",Ecuador,919,2012,72,Scotland,2.5,Ecuador,,0.91
"Chocolate Tree, The",Madagascar,919,2012,56,Scotland,3.25,Madagascar,Criollo,0.81
Chocolats Privilege,Xoconusco,1219,2014,78,Canada,2.5,Mexico,Criollo,0.71
ChocoReko,Patanemo,1454,2015,71,Japan,3,Venezuela,,0.81
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,69,Canada,3.25,Mexico,,0.71
Chocovic,Kendari,439,2009,55,Spain,3.25,,,0.81
Chocovic,Xoconusco,478,2010,76,Spain,3.25,Mexico,,0.91
Chocovic,Tarakan,439,2009,65,Spain,3.25,,,0.71
Chocovic,Sambirano,478,2010,61,Spain,3.5,Madagascar,Trinitario,0.81
Chocovic,Ocumare,209,2008,56,Spain,3.5,Venezuela,,0.81
Chocovic,Maragda,117,2007,78,Spain,3,,,0.81
Chocovic,"Bolivar, Guaranda",117,2007,68,Spain,2.5,Ecuador,Forastero (Arriba),0.81
Chocovic,Guyave,117,2007,68,Spain,2.5,Grenada,Trinitario,1.2
Chocovivo,Tabasco,1522,2015,85,U.S.A.,2.5,Mexico,,0.81
Chocovivo,Tabasco,1522,2015,69,U.S.A.,2.5,Mexico,Trinitario,1.3
Choklat,Brazilian,377,2009,84,Canada,3,Brazil,,0.81
Choklat,Ocumare,377,2009,79,Canada,2.5,Venezuela,,0.91
Choklat,Brazilian,377,2009,73,Canada,3,Brazil,,0.81
Choklat,"Porcelana, Tabasco",377,2009,84,Canada,2.75,Mexico,Criollo,1.1
Choklat,Ocumare,377,2009,64,Canada,3,Venezuela,Criollo,0.91
Chokolat Elot (Girard),Guadeloupe,1149,2013,76,Martinique,2.75,Martinique,,
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,84,Canada,3.25,Mexico,,1.2
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,79,Canada,3.75,Peru,Forastero (Nacional),1.1
Chuao Chocolatier,Choroni,445,2009,60,U.S.A.,3,Venezuela,,0.81
Chuao Chocolatier (Pralus),Chuao,486,2010,84,U.S.A.,2.75,Venezuela,Trinitario,0.81
Claudio Corallo,Principe,252,2008,56,Sao Tome,1,Sao Tome & Principe,,0.81
Claudio Corallo,Terreiro Velho P.,227,2008,75,Sao Tome,4,Sao Tome & Principe,,0.91
Claudio Corallo,Terreiro Velho P.,470,2010,82,Sao Tome,3.75,Sao Tome & Principe,Forastero,
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,66,Sao Tome,3,Sao Tome & Principe,Forastero,0.71
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,75,U.S.A.,3.5,Ecuador,,0.81
Coleman & Davis,Sambirano,1646,2015,51,U.S.A.,3,Madagascar,Trinitario,0.91
Compania de Chocolate (Salgado),Esmeraldas,296,2008,59,Argentina,2.75,Ecuador,,0.91
Compania de Chocolate (Salgado),Sur del Lago,579,2010,61,Argentina,3.25,Venezuela,,0.71
Compania de Chocolate (Salgado),Carenero Superior,292,2008,54,Argentina,2.75,Venezuela,,0.91
Compania de Chocolate (Salgado),Moxos,292,2008,83,Argentina,3.25,Bolivia,,0.71
Compania de Chocolate (Salgado),Ocumare,292,2008,60,Argentina,3.75,Venezuela,Criollo,0.91
Condor,Camino Verde,1630,2015,85,U.S.A.,3.5,Ecuador,,0.71
Coppeneur,"Ecuador, Puristique",1169,2013,67,Germany,3.25,Ecuador,,0.71
Coppeneur,Grenada,470,2010,53,Germany,3.25,Grenada,Trinitario,0.71
Coppeneur,Ocumare 61,558,2010,63,Germany,3.25,Venezuela,Criollo (Ocumare 61),0.81
Coppeneur,Madagascar,959,2012,50,Germany,3.5,Madagascar,,0.81
Coppeneur,Trinidad,558,2010,68,Germany,3,Trinidad,,0.71
Coppeneur,"Porcelana, Apotequil",445,2009,83,Germany,3.25,Peru,,0.71
Coppeneur,"Porcelana, Venezuela",220,2008,76,Germany,3,Venezuela,,0.71
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,59,Germany,3,Mexico,,0.71
Coppeneur,Ghana Puristique,813,2012,51,Germany,3.5,Ghana,,0.81
Coppeneur,Chuao 70hr,451,2009,75,Germany,3.75,Venezuela,,0.71
Coppeneur,Chuao 100hr,451,2009,72,Germany,3.5,Venezuela,,0.91
Coppeneur,Chuao,478,2010,75,Germany,3,Venezuela,Trinitario,0.71
Coppeneur,"Porcelana, Apotequil",341,2009,56,Germany,3,Peru,Criollo,
Coppeneur,"Los Rios, H. Iara",558,2010,51,Germany,2.5,Ecuador,Nacional,0.91
Coppeneur,"Sambirano, Menava P.",196,2007,77,Germany,3,Madagascar,Trinitario,1.3
Coppeneur,Uba Budo,821,2012,57,Germany,3.75,Sao Tome & Principe,Forastero,1.1
Coppeneur,Ecuador Puristique,817,2012,60,Germany,1.5,Ecuador,,0.81
Coppeneur,Jamaica,558,2010,50,Germany,3.25,Jamaica,Trinitario,0.91
Cote d' Or (Kraft),Sensations Intense,48,2006,80,Belgium,1,,,0.91
Cravve,Vanuatu,975,2012,58,Australia,3.25,Vanuatu,,0.81
Cravve,Tanzania,971,2012,59,Australia,3.25,Tanzania,Forastero,0.91
Cravve,Bahia,975,2012,70,Australia,3.25,Brazil,Trinitario,0.81
Cravve,Vanuatu,1335,2014,81,Australia,2.75,Vanuatu,,0.91
Cravve,Djual Island,975,2012,69,Australia,3.5,Papua New Guinea,Forastero,1.1
Cravve,"Namau Village, N. Taileva P.",975,2012,82,Australia,3.25,Fiji,Trinitario,0.91
Cravve,New Ireland,1283,2014,75,Australia,2.5,Papua New Guinea,Forastero,0.71
Creo,"""heirloom"", Arriba Nacional",1736,2016,82,U.S.A.,3.75,Ecuador,Forastero (Nacional),0.81
Creo,"""heirloom"", Arriba Nacional",1736,2016,66,U.S.A.,3.25,Ecuador,Forastero (Nacional),0.91
Daintree,"Daintree Estates, N. Queensland",785,2011,69,Australia,3.25,Australia,,0.81
Daintree,Goodman Estate,1654,2015,51,Australia,2.75,Australia,,0.91
Damson,Los Rios,1610,2015,68,U.K.,3.5,Ecuador,,0.71
Damson,O'Payo,1666,2015,65,U.K.,2.75,Nicaragua,,0.71
Damson,Robson Estate,1610,2015,59,U.K.,3,Trinidad,,0.81
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,55,U.K.,2.25,Grenada,,0.81
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,81,U.S.A.,3.75,Dominican Republic,,0.81
Dandelion,Papua New Guinea,1153,2013,68,U.S.A.,3.5,Papua New Guinea,,0.91
Dandelion,Upala,805,2012,85,U.S.A.,3,Costa Rica,,0.81
Dandelion,Colombian,805,2012,73,U.S.A.,3.25,Colombia,,0.91
Dandelion,Madagascar,654,2011,60,U.S.A.,3.25,Madagascar,,0.81
Dandelion,Tanzania,654,2011,52,U.S.A.,3.25,Tanzania,,0.91
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,64,U.S.A.,3.5,Ecuador,,0.81
Dandelion,Dominican Republic,654,2011,79,U.S.A.,3.25,Dominican Republic,,0.81
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,51,U.S.A.,3.75,,,0.71
Dandelion,Maya Mountain,1219,2014,70,U.S.A.,3.5,Belize,,0.91
Dandelion,"Elvesia, 2011",915,2012,79,U.S.A.,3.75,Dominican Republic,,0.71
Dandelion,Patanemo,1026,2013,56,U.S.A.,3.25,Venezuela,,0.91
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,80,U.S.A.,3,Belize,,0.71
Dandelion,Buto,1303,2014,85,U.S.A.,2.75,Liberia,,0.71
Dandelion,"Mantuano, 2012",1085,2013,60,U.S.A.,3.5,Venezuela,,0.91
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,56,U.S.A.,2.75,Venezuela,,0.71
Danta,Sambirano,987,2012,83,Guatemala,3.75,Madagascar,,0.71
Danta,Los Ujuxtes,987,2012,53,Guatemala,3.75,Guatemala,,0.71
Danta,Chuao,987,2012,62,Guatemala,3,Venezuela,,0.81
Danta,Los Ujuxtes,661,2011,71,Guatemala,3.5,Guatemala,,0.71
Danta,Las Acacias E.,423,2009,79,Guatemala,3,Guatemala,,0.71
Danta,Las Acacias E.,987,2012,78,Guatemala,4,Guatemala,,0.91
Danta,"Oscuro, Finca Chimelb",991,2012,66,Guatemala,3.25,Guatemala,,0.81
Danta,Los Ujuxtes,1223,2014,69,Guatemala,3.25,Guatemala,,0.71
Danta,Las Acacias E.,423,2009,82,Guatemala,3.25,Guatemala,Criollo,0.81
Dark Forest,Ecuador,1554,2015,77,U.S.A.,3.25,Ecuador,,0.81
Dark Forest,Bolivia,1708,2016,52,U.S.A.,3.25,Bolivia,,0.91
Dark Forest,Tanzania,1554,2015,63,U.S.A.,3,Tanzania,,
Dark Forest,Madagascar,1550,2015,75,U.S.A.,3,Madagascar,Trinitario,0.91
Dark Forest,Ocumare,1550,2015,74,U.S.A.,3.25,Venezuela,,1.1
Davis,West Africa,907,2012,54,U.S.A.,3.25,West Africa,,0.91
Davis,Rainforest,1093,2013,66,U.S.A.,2.75,Dominican Republic,,0.71
Davis,Ghana,1093,2013,65,U.S.A.,2.5,Ghana,,0.91
Davis,Venezuela,1093,2013,76,U.S.A.,2.75,Venezuela,,0.91
De Mendes,"Nativo, Varzea",1462,2015,60,Brazil,3.5,Brazil,,0.81
De Mendes,"Selvagem, Jari",1462,2015,76,Brazil,3.5,Brazil,,0.91
De Villiers,"Sambirano Valley, batch 2477",1832,2016,82,South Africa,3,Madagascar,,0.81
De Villiers,Bundibugyo District,1832,2016,51,South Africa,2.5,Uganda,Forastero,0.81
Dean and Deluca (Belcolade),Ghana,175,2007,77,U.S.A.,3,Ghana,,0.91
Dean and Deluca (Belcolade),Madagascar,170,2007,82,U.S.A.,2.5,Madagascar,,0.71
Dean and Deluca (Belcolade),Costa Rica,175,2007,52,U.S.A.,3,Costa Rica,,0.81
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,62,U.S.A.,3,Papua New Guinea,,0.81
Dean and Deluca (Belcolade),Ecuador,175,2007,59,U.S.A.,3,Ecuador,,0.71
Dean and Deluca (Belcolade),Peru,180,2007,60,U.S.A.,3,Peru,,1.3
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,61,France,3,Papua New Guinea,,0.71
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,69,France,3.75,Venezuela,,0.91
DeVries,Dominican Republic,166,2007,62,U.S.A.,3.5,Dominican Republic,,0.71
DeVries,Bolivian,241,2008,72,U.S.A.,2.75,Bolivia,,0.91
DeVries,Costa Rica,166,2007,71,U.S.A.,3.5,Costa Rica,Trinitario,0.91
Dick Taylor,Belize,955,2012,64,U.S.A.,2.75,Belize,,0.91
Dick Taylor,Elvesia,1235,2014,60,U.S.A.,3.5,Dominican Republic,,0.81
Dick Taylor,Camino Verde,1193,2013,55,U.S.A.,3.5,Ecuador,,0.91
Dick Taylor,Tien Giang,1864,2016,61,U.S.A.,3.5,Vietnam,,0.91
Dick Taylor,Ecuador,769,2011,63,U.S.A.,3.25,Ecuador,,0.81
Dick Taylor,Sambirano,661,2011,67,U.S.A.,3,Madagascar,,0.91
Dick Taylor,La Red,769,2011,68,U.S.A.,3,Dominican Republic,,0.71
Dick Taylor,Bolivia,895,2012,53,U.S.A.,2.75,Bolivia,,0.71
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,77,U.S.A.,3.75,Bolivia,,0.91
Dick Taylor,Sambirano,661,2011,67,U.S.A.,2.75,Madagascar,Trinitario,0.81
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,81,U.S.A.,3.25,Ecuador,,1.3
Dick Taylor,Mantuano,682,2011,69,U.S.A.,2.75,Venezuela,Criollo,1.3
Doble & Bignall,"Panama, Raven",1371,2014,60,U.K.,3.25,Panama,,0.71
Doble & Bignall,Johe,1407,2014,62,U.K.,3.5,Nicaragua,,0.81
Doble & Bignall,Puerto Cabello,1688,2015,62,U.K.,3,Venezuela,,0.91
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,57,U.K.,3.25,Venezuela,Trinitario,0.91
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,84,U.S.A.,3.75,Hawaii,,0.91
Dolfin (Belcolade),Africa,304,2008,81,Belgium,3,West Africa,,0.91
Dolfin (Belcolade),Noir,63,2006,54,Belgium,1.5,,,0.91
Domori,"Canoabo, Hacienda San Jose",693,2011,85,Italy,3.5,Venezuela,,0.71
Domori,"Java, Javablond",192,2007,83,Italy,3.75,Indonesia,,0.71
Domori,"Chuao, Hacienda San Jose",470,2010,56,Italy,3,Venezuela,,0.91
Domori,"Ocumare 67, Puertofino",192,2007,83,Italy,4,Venezuela,,0.91
Domori,Sur del Lago Classificado,87,2006,56,Italy,3,Venezuela,,0.71
Domori,Madagared,192,2007,80,Italy,3.5,Madagascar,,0.81
Domori,Guasare,863,2012,51,Italy,3.75,Venezuela,,0.71
Domori,Ecuador,192,2007,70,Italy,4,Ecuador,,0.81
Domori,Morogoro,863,2012,85,Italy,3.5,Tanzania,,0.91
Domori,"Carupano, H. San Jose",227,2008,52,Italy,3,Venezuela,,0.91
Domori,"Ocumare 61, Puertomar",129,2007,60,Italy,3.25,Venezuela,,0.71
Domori,Madagascar,135,2007,78,Italy,3.5,Madagascar,,0.91
Domori,Granella,135,2007,72,Italy,3.25,Venezuela,,0.81
Domori,Carenero Superior,87,2006,83,Italy,3.5,Venezuela,,0.91
Domori,Ilblend,272,2008,77,Italy,3.75,,,0.91
Domori,Teyuna,272,2008,71,Italy,3,Colombia,,
Domori,"IL100, H. San Jose",1109,2013,64,Italy,3,Venezuela,Criollo,0.91
Domori,Porcelana,111,2007,84,Italy,4,Venezuela,Criollo (Porcelana),0.71
Domori,Apurimac,87,2006,62,Italy,3.25,Peru,Trinitario,0.71
Domori,Blend No. 1,272,2008,71,Italy,3.5,,Blend,1.3
Domori,Ocumare 77,1672,2015,72,Italy,3.75,Venezuela,Criollo (Ocumare 77),1.3
Domori,Hacienda Victoria,1672,2015,61,Italy,3.75,Ecuador,,0.81
Dormouse,"Madagascar, Batch 8",1676,2015,50,U.K.,2.75,Madagascar,,0.91
Dormouse,"Colombia, Batch 9",1676,2015,76,U.K.,2.75,Colombia,"Criollo, Trinitario",0.91
Dormouse,"Rio Caribe, Batch 7",1672,2015,64,U.K.,2.5,Venezuela,Trinitario,0.91
Duffy's,Star of Peru,523,2010,66,U.K.,3.75,Peru,,0.91
Duffy's,Panama,516,2010,57,U.K.,3.5,Panama,,0.91
Duffy's,"Rico Rugoso, Xoco",1331,2014,58,U.K.,3.75,Nicaragua,,0.81
Duffy's,"Chuno, Xoco",1331,2014,64,U.K.,3.5,Nicaragua,,0.91
Duffy's,Star of Ecuador,523,2010,64,U.K.,2.5,Ecuador,,0.91
Duffy's,"Indio Rojo, Xoco",623,2011,70,U.K.,3.75,Honduras,,0.71
Duffy's,Ocumare,765,2011,64,U.K.,3.5,Venezuela,,0.71
Duffy's,Dominican Republic,661,2011,72,U.K.,3.5,Dominican Republic,,0.71
Duffy's,"Rio Dulce, Xoco",1662,2015,79,U.K.,4,Guatemala,Criollo,
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,69,U.K.,3.75,Ecuador,,
Duffy's,Ocumare,923,2012,55,U.K.,3.75,Venezuela,,1.2
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,63,U.K.,3,Panama,,1.1
Duffy's,"Nicaliso, Xoco",697,2011,62,U.K.,3.25,Nicaragua,Criollo,0.91
Dulcinea,Dominican Republic,1506,2015,52,U.S.A.,3.25,Dominican Republic,,0.71
Durand,Madagascar,841,2012,64,France,2.75,Madagascar,,0.91
Durci,"Maranon, Joya Rara",1626,2015,68,U.S.A.,3.5,Peru,,0.81
Durci,Taino Secret,1630,2015,60,U.S.A.,3.25,Domincan Republic,,0.81
Durci,"Rio Caribe, Tepui Treasure",1626,2015,80,U.S.A.,3.5,Venezuela,,0.91
Durci,Corona Arriba,1630,2015,59,U.S.A.,4,Ecuador,,0.81
Durci,"Carenero, Empyrean Sabor",1630,2015,56,U.S.A.,3.25,Venezuela,Trinitario,
East Van Roasters,Peru,1343,2014,60,Canada,3.25,Peru,,0.71
East Van Roasters,Madagascar,1343,2014,74,Canada,3.5,Madagascar,,0.91
East Van Roasters,Dominican Republic,1343,2014,83,Canada,3.75,Dominican Republic,,1.2
Eau de Rose,Tumaco,1812,2016,60,Canada,3.25,Colombia,,0.81
Eau de Rose,Arauca,1812,2016,53,Canada,3.25,Colombia,,0.71
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,70,U.S.A.,2.75,Peru,,0.91
El Ceibo,Alto Beni,252,2008,53,Bolivia,2.75,Bolivia,,0.81
El Ceibo,"Alto Beni, Covendo Region",709,2011,63,Bolivia,3.75,Bolivia,,0.71
El Rey,"Rio Caribe, Macuro",439,2009,67,Venezuela,3,Venezuela,,0.91
El Rey,"Carenero Superior, Bucare",206,2008,67,Venezuela,2.5,Venezuela,,0.71
El Rey,"Carenero Superior, Mijao",206,2008,65,Venezuela,3,Venezuela,,0.81
El Rey,"Carenero Superior, Gran Saman",32,2006,78,Venezuela,2.75,Venezuela,,0.81
El Rey,"Rio Caribe, Cariaco",439,2009,62,Venezuela,2.75,Venezuela,,0.81
El Rey,"Carenero Superior, Apamate",206,2008,76,Venezuela,2.5,Venezuela,,0.71
El Rey,San Joaquin,1662,2015,83,Venezuela,3.75,Venezuela,,0.71
Emerald Estate,Emerald Estate,1137,2013,68,St. Lucia,3.25,St. Lucia,,0.71
Emerald Estate,Emerald Estate,1137,2013,73,St. Lucia,2.75,St. Lucia,,0.91
Emily's,Peru,1454,2015,62,Japan,3.5,Peru,,0.71
Emily's,Patanemo,1450,2015,52,Japan,3,Venezuela,,0.81
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,56,Spain,3.25,Sao Tome & Principe,Forastero,1.1
Erithaj (A. Morin),Ham Luong,1209,2014,73,France,3,Vietnam,,0.91
Erithaj (A. Morin),Ba Lai,1209,2014,67,France,3.25,Vietnam,,0.91
Erithaj (A. Morin),Ben Tre,1205,2014,74,France,3.25,Vietnam,Trinitario,0.71
Escazu,Ocumare,252,2008,55,U.S.A.,3,Venezuela,Criollo,0.81
Escazu,Rio Caribe,903,2012,64,U.S.A.,2.75,Venezuela,Trinitario,1.2
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,80,U.S.A.,2.75,"Cost Rica, Ven",,1.1
Escazu,Guapiles,414,2009,52,U.S.A.,2,Costa Rica,,0.91
Escazu,Carenero Superior,423,2009,85,U.S.A.,3.5,Venezuela,Criollo,0.81
Ethel's Artisan (Mars),Red Vanilla,666,2011,66,U.S.A.,2.75,,,0.91
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,53,U.S.A.,2.5,"Peru, Madagascar",,0.81
Ethel's Artisan (Mars),Porcelana,666,2011,67,U.S.A.,2.5,Venezuela,,0.91
Ethel's Artisan (Mars),Trinidad,666,2011,81,U.S.A.,2.5,Trinidad,Trinitario,
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,69,U.S.A.,2.5,"Venezuela, Trinidad",,1.2
Ethereal,Dominican Republic,1275,2014,76,U.S.A.,3.75,Dominican Republic,,0.81
Ethereal,Ecuador,1275,2014,67,U.S.A.,3.5,Ecuador,,0.71
Ethereal,Belize,1275,2014,82,U.S.A.,3,Belize,Trinitario,1.3
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,60,U.S.A.,2.75,Brazil,,0.81
Feitoria Cacao,Blue Mountain,1732,2016,61,Portugal,3,Jamaica,,0.71
Feitoria Cacao,Maya Mountain,1736,2016,78,Portugal,2.75,Belize,Trinitario,0.91
Feitoria Cacao,Cuyagua,1736,2016,85,Portugal,2.5,Venezuela,,0.71
Felchlin,"Madagascar, Grand Cru",48,2006,78,Switzerland,3,Madagascar,,0.91
Felchlin,Maracaibo Clasificado,48,2006,69,Switzerland,3,Venezuela,,0.91
Felchlin,Grenada,494,2010,77,Switzerland,3.5,Grenada,Trinitario,0.81
Felchlin,Elvesia P.,105,2006,68,Switzerland,3,Dominican Republic,"Trinitario, Criollo",0.71
Felchlin,Arriba,48,2006,53,Switzerland,3.5,Ecuador,,0.71
Felchlin,Supremo- SF,105,2006,74,Switzerland,2,,,1.2
Felchlin,"Alto Beni, Cru Savage",56,2006,74,Switzerland,4,Bolivia,Criollo (Wild),0.91
Finca,Dominican Republic,1283,2014,63,U.S.A.,3,Dominican Republic,,0.81
Finca,Dominican Republic,1283,2014,67,U.S.A.,3.25,Dominican Republic,,0.71
Finca,Dominican Republic,1287,2014,61,U.S.A.,2.5,Dominican Republic,,0.71
Finca,Puerto Rico,1283,2014,54,U.S.A.,2.25,Puerto Rico,,0.71
Forever Cacao,Rio Eni,1267,2014,53,U.K.,2.75,Peru,Criollo,0.91
Forteza (Cortes),Puerto Rico,1776,2016,84,Puerto Rico,2.75,Domincan Republic,,0.81
Forteza (Cortes),Dominican Republic,1776,2016,67,Puerto Rico,2.75,Domincan Republic,,0.81
Fossa,"Akesson's E., Sambirano V.",1772,2016,73,Singapore,2.75,Madagascar,,0.81
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,65,Singapore,3.75,Tanzania,,0.81
