age,fnlwgt,edu.num,capital.gain,capital.loss,hours_week,native_country
63,106252,13,0,0,50,Denmark
44,188557,9,0,0,40,Denmark
54,171114,10,0,0,38,Denmark
54,327323,3,0,0,32,Denmark
61,244147,9,0,0,55,Denmark
88,280282,11,0,0,24,Denmark
69,116442,9,0,0,38,Denmark
57,282579,11,0,0,56,Denmark
97,51838,10,0,0,40,Denmark
89,73585,14,0,0,40,Denmark
46,226902,13,0,0,50,Denmark
62,279129,10,0,0,40,Denmark
70,146908,10,0,0,40,Denmark
66,196690,11,0,1669,42,Denmark
75,130760,11,0,0,50,Denmark
38,49572,10,0,0,60,Denmark
72,237601,13,0,0,55,Denmark
48,169628,10,0,0,38,Denmark
90,36671,9,0,2352,50,Denmark
49,231193,8,0,0,30,Denmark
72,192130,9,0,0,16,Denmark
96,149704,9,1055,0,40,Denmark
45,102102,11,0,0,50,Denmark
64,32185,13,0,0,40,Denmark
92,196061,10,0,0,33,Denmark
47,211046,9,2463,0,40,Denmark
76,31577,9,0,0,60,Denmark
93,162343,10,0,0,20,Denmark
51,128831,9,0,0,40,Denmark
85,316688,9,0,0,40,Denmark
87,90758,14,0,0,35,Denmark
47,274363,13,0,1902,40,Denmark
41,154538,12,0,0,40,Denmark
96,106085,9,0,1721,30,Denmark
94,315859,7,0,0,20,Denmark
87,51471,9,0,0,38,Denmark
97,193830,7,0,0,20,Denmark
73,231043,9,5178,0,48,Denmark
96,23780,14,0,0,40,Denmark
52,169879,13,3103,0,47,Denmark
95,270333,13,0,0,40,Denmark
65,138768,9,0,0,30,Denmark
44,191571,9,0,0,36,Denmark
41,219941,10,0,0,40,Denmark
77,94113,10,0,0,45,Denmark
74,137510,10,0,0,40,Denmark
46,32607,6,0,0,20,Denmark
68,93208,9,0,0,75,Denmark
86,254440,11,0,0,60,Denmark
46,186556,10,0,0,50,Denmark
76,169871,9,0,0,45,Denmark
79,191277,9,0,0,50,Denmark
74,167159,11,0,0,40,Denmark
36,171871,14,0,0,46,Denmark
94,154411,11,0,0,40,Denmark
41,129227,9,0,0,40,Denmark
78,110331,9,0,1672,60,Denmark
53,34269,9,0,653,42,Denmark
39,174355,9,0,0,40,Denmark
75,680390,9,0,0,24,Denmark
90,233130,10,0,0,25,Denmark
87,165474,13,0,0,40,Denmark
49,257780,7,0,0,15,Denmark
68,194259,10,4386,0,40,Denmark
94,280093,10,0,0,40,Denmark
85,177387,9,0,0,40,Denmark
48,28929,7,0,0,24,Denmark
51,105304,9,0,0,40,Denmark
51,499233,9,0,0,40,Denmark
72,180572,13,0,0,50,Denmark
72,321435,13,0,0,50,Denmark
57,86108,9,0,0,6,Denmark
68,198124,7,0,0,20,Denmark
64,135162,10,0,0,50,Denmark
92,146813,10,0,0,40,Denmark
94,291175,13,0,0,48,Denmark
98,387569,9,4386,0,40,Denmark
37,102895,10,0,0,40,Denmark
90,33274,9,0,0,50,Denmark
45,86551,13,0,0,45,Denmark
48,138192,13,0,0,40,Denmark
39,118966,9,0,0,18,Denmark
99,99784,14,0,0,40,Denmark
80,90980,11,0,0,55,Denmark
83,177407,9,0,0,50,Denmark
53,96467,13,0,0,40,Denmark
50,327886,16,0,0,50,Denmark
90,111567,9,0,0,40,Denmark
76,166545,9,0,0,40,Denmark
93,142182,9,0,0,40,Denmark
54,188798,13,0,0,40,Denmark
88,38563,13,0,0,56,Denmark
73,216284,7,0,0,20,Denmark
58,191547,9,0,0,40,Denmark
78,285335,7,0,0,50,Denmark
69,142712,10,0,0,70,Denmark
84,80945,9,0,0,40,Denmark
63,309055,10,0,0,15,Denmark
43,62339,6,0,0,40,Denmark
65,368700,7,0,0,28,Denmark
37,176186,10,0,0,50,Denmark
93,266855,13,0,0,40,Denmark
49,48087,13,0,0,40,Denmark
75,121313,10,0,0,50,Denmark
84,143437,14,10605,0,40,Denmark
58,160724,13,0,2415,40,Denmark
70,282753,3,0,0,25,Denmark
73,194636,13,0,0,60,Denmark
91,153044,9,0,0,7,Denmark
43,411797,11,0,0,40,Denmark
90,117683,9,0,0,40,Denmark
76,376540,9,0,0,30,Denmark
36,72393,5,0,0,40,Denmark
73,270335,13,0,0,40,Denmark
48,96226,9,0,0,70,Denmark
77,95336,13,0,0,50,Denmark
42,258498,10,0,0,60,Denmark
64,149698,10,0,0,15,Denmark
91,205865,13,0,0,28,Denmark
87,155781,10,0,0,60,Denmark
95,406468,9,0,0,40,Denmark
85,177119,11,2174,0,45,Denmark
64,144397,10,0,0,30,Denmark
78,372525,13,0,0,40,Denmark
48,164170,11,0,0,40,Denmark
91,183800,13,7688,0,50,Denmark
50,177307,15,0,0,65,Denmark
62,170108,14,0,0,40,Denmark
77,341995,10,0,0,55,Denmark
42,226508,13,0,0,50,Denmark
59,87418,13,0,0,45,Denmark
55,109165,9,0,0,40,Denmark
88,28856,4,0,0,55,Denmark
94,175897,5,0,0,20,Denmark
78,99697,9,0,0,40,Denmark
50,90270,12,0,0,40,Denmark
75,152375,9,0,0,45,Denmark
64,171550,9,0,0,38,Denmark
46,211154,10,0,0,52,Denmark
72,202570,13,0,0,15,Denmark
41,168496,9,0,0,10,Denmark
67,68898,10,0,0,40,Denmark
67,93235,9,0,0,30,Denmark
67,278924,10,0,0,44,Denmark
99,311020,6,0,0,60,Denmark
46,175878,10,0,0,40,Denmark
58,543028,9,0,0,40,Denmark
65,202027,13,15024,0,45,Denmark
96,158926,14,0,0,50,Denmark
68,76860,9,0,0,40,Denmark
49,136063,9,0,0,30,Denmark
53,186648,10,0,0,20,Denmark
65,257509,10,0,0,25,Denmark
77,98155,10,0,0,40,Denmark
41,274198,3,0,0,38,Denmark
42,97083,10,0,0,40,Denmark
36,29825,9,0,0,5,Denmark
99,262153,9,0,0,40,Denmark
51,214738,9,0,0,40,Denmark
47,138022,14,0,0,60,Denmark
35,91842,10,0,0,42,Denmark
46,373662,2,0,0,40,Denmark
79,162003,9,0,0,55,Denmark
96,52114,10,0,0,10,Denmark
46,241843,1,0,0,40,Denmark
58,375871,9,0,0,40,Denmark
97,186934,7,3103,0,44,Denmark
72,176900,9,0,0,99,Denmark
41,21906,14,0,0,25,Denmark
46,132222,15,0,2415,40,Denmark
56,143653,9,0,0,30,Denmark
47,111567,13,0,0,40,Denmark
72,78602,12,0,0,40,Denmark
54,465507,9,0,0,40,Denmark
45,196373,9,0,0,40,Denmark
57,293227,9,0,0,45,Denmark
97,241752,9,0,0,40,Denmark
73,166398,10,0,0,35,Denmark
61,184682,10,0,0,40,Denmark
46,108293,13,0,1977,45,Denmark
71,250802,10,0,0,35,Denmark
66,325159,10,0,0,40,Denmark
86,174675,9,0,0,40,Denmark
96,227065,14,0,0,43,Denmark
88,269080,4,0,0,40,Denmark
53,177722,9,0,0,20,Denmark
67,133461,10,0,0,40,Denmark
98,239683,6,0,0,30,Denmark
62,398473,10,0,0,70,Denmark
71,298785,6,0,0,40,Denmark
64,123424,13,0,0,40,Denmark
43,176286,12,0,0,40,Denmark
48,150062,10,0,0,45,Denmark
89,169240,9,0,0,38,Denmark
52,288273,13,0,0,70,Denmark
56,526968,6,0,0,40,Denmark
46,57066,9,0,0,40,Denmark
85,323573,9,0,0,20,Denmark
52,368825,10,0,0,60,Denmark
35,189721,9,0,0,20,Denmark
45,164966,13,0,0,40,Denmark
35,94954,11,0,0,20,Denmark
91,202046,9,0,0,35,Denmark
36,161538,13,0,0,35,Denmark
76,105252,13,0,2392,40,Denmark
58,200153,9,0,0,40,Denmark
81,32185,9,0,0,70,Denmark
47,178326,10,0,0,40,Denmark
63,255957,10,4101,0,40,Denmark
59,188693,14,0,0,35,Denmark
40,182977,9,2964,0,40,Denmark
95,159929,9,0,0,40,Denmark
88,123207,9,0,0,44,Denmark
37,284317,12,0,0,40,Denmark
92,184699,9,0,0,40,Denmark
40,154474,9,0,0,42,Denmark
85,318280,9,0,0,40,Denmark
55,254907,11,0,0,20,Denmark
57,349221,9,0,0,35,Denmark
36,335973,9,0,0,40,Denmark
75,126701,9,0,0,40,Denmark
86,122159,10,3325,0,40,Denmark
69,187370,13,0,1504,40,Denmark
60,194636,11,0,0,40,Denmark
63,124793,9,0,0,30,Denmark
92,192835,9,0,0,50,Denmark
59,290226,9,0,0,45,Denmark
47,112840,9,0,0,55,Denmark
35,89325,14,0,0,45,Denmark
46,33109,13,0,0,58,Denmark
96,82465,10,2580,0,40,Denmark
60,329980,13,15024,0,50,Denmark
98,148294,10,0,0,40,Denmark
54,168212,16,0,1902,65,Denmark
90,343642,9,0,0,40,Denmark
96,115244,13,0,0,60,Denmark
99,162572,9,0,0,16,Denmark
56,356067,13,0,0,40,Denmark
87,271567,9,0,0,40,Denmark
90,180804,9,0,0,40,Denmark
94,123011,9,15024,0,52,Denmark
42,109186,10,0,0,50,Denmark
88,220537,9,0,0,40,Denmark
65,124827,11,0,0,40,Denmark
74,767403,9,3103,0,40,Denmark
75,118494,10,0,0,44,Denmark
92,173208,14,0,0,25,Denmark
38,107373,4,0,0,40,Denmark
73,26973,11,0,0,40,Denmark
74,191965,9,0,0,32,Denmark
52,122346,9,0,0,40,Denmark
97,117201,9,0,0,30,Denmark
76,198316,10,0,0,50,Denmark
52,123075,14,0,0,35,Denmark
97,209370,9,0,0,30,Denmark
51,33117,10,0,0,40,Denmark
39,129042,9,0,0,40,Denmark
87,169133,9,0,0,50,Denmark
53,201624,13,0,0,45,Denmark
95,368561,9,0,0,55,Denmark
74,207848,6,0,0,40,Denmark
73,138370,14,0,0,50,Denmark
87,93106,11,0,0,40,Denmark
77,223515,12,0,1719,20,Denmark
55,389713,10,0,0,40,Denmark
44,206365,9,0,0,40,Denmark
87,431192,4,0,0,2,Denmark
86,241616,9,0,2001,40,Denmark
75,150726,5,1409,0,1,Denmark
43,123785,9,0,0,75,Denmark
69,289984,9,0,0,30,Denmark
90,164309,7,0,0,8,Denmark
66,137018,9,0,0,40,Denmark
66,137994,10,0,0,40,Denmark
81,341204,10,0,0,40,Denmark
65,167005,13,7688,0,60,Denmark
75,34446,10,0,0,37,Denmark
66,187160,15,0,0,55,Denmark
64,196288,12,0,0,20,Denmark
94,217961,10,0,0,40,Denmark
70,74631,10,0,0,50,Denmark
37,156667,13,0,1902,50,Denmark
91,125155,9,0,0,40,Denmark
60,263925,13,0,0,40,Denmark
87,296453,13,7298,0,40,Denmark
57,44728,10,0,0,55,Denmark
68,193026,10,0,0,40,Denmark
74,87643,13,0,0,40,Denmark
55,106742,8,0,0,75,Denmark
55,302122,11,0,0,40,Denmark
43,193960,14,0,1902,40,Denmark
56,185385,9,0,0,47,Denmark
83,277647,9,0,0,35,Denmark
70,128848,9,3471,0,40,Denmark
95,377701,9,0,0,32,Denmark
53,157886,12,0,0,40,Denmark
61,175958,10,0,0,80,Denmark
71,223004,10,0,0,40,Denmark
90,199352,15,0,1977,80,Denmark
86,29984,8,0,0,40,Denmark
47,181651,13,0,0,50,Denmark
77,117312,12,0,0,60,Denmark
92,34029,13,0,0,20,Denmark
77,132879,9,0,1902,40,Denmark
82,215310,9,0,0,50,Denmark
73,55863,16,0,1902,46,Denmark
96,220384,7,0,0,15,Denmark
71,36012,10,0,0,20,Denmark
83,137645,13,0,1590,40,Denmark
37,191342,13,0,0,50,Denmark
46,31339,9,0,0,40,Denmark
51,227910,11,0,0,40,Denmark
51,173728,13,0,0,40,Denmark
65,167816,9,0,0,35,Denmark
64,81642,9,0,0,60,Denmark
68,195258,10,0,0,40,Denmark
97,232475,10,0,0,40,Denmark
36,241259,11,0,0,40,Denmark
89,118161,9,0,0,40,Denmark
68,201954,13,0,0,35,Denmark
75,150533,10,7298,0,52,Denmark
48,412296,9,0,0,28,Denmark
98,133060,12,0,0,40,Denmark
49,120539,13,0,0,50,Denmark
84,196025,16,0,0,60,Denmark
47,107793,9,0,0,40,Denmark
76,163870,10,0,0,40,Denmark
77,361280,13,0,0,20,Denmark
91,92178,6,0,0,40,Denmark
63,80710,9,0,0,40,Denmark
76,260729,9,0,1977,25,Denmark
76,182254,10,0,0,40,Denmark
40,140282,4,0,0,8,Denmark
76,149865,13,0,0,60,Denmark
75,218184,5,0,1651,40,Denmark
45,118619,13,0,0,50,Denmark
63,196791,12,0,0,25,Denmark
44,167999,9,0,0,33,Denmark
50,51259,13,0,0,47,Denmark
51,131088,9,0,0,25,Denmark
85,118212,13,3103,0,40,Denmark
46,293791,11,0,0,55,Denmark
55,289430,14,0,0,45,Denmark
41,35378,13,0,0,45,Denmark
92,60227,13,0,0,38,Denmark
52,168139,9,0,0,40,Denmark
86,290763,9,0,0,40,Denmark
36,226355,11,0,2415,70,Denmark
54,51100,10,0,0,40,Denmark
67,227644,9,0,0,50,Denmark
90,205267,13,0,0,40,Denmark
90,288020,13,0,0,40,Denmark
76,140863,10,0,0,40,Denmark
39,170915,9,4865,0,40,Denmark
35,50178,10,0,0,38,Denmark
56,112497,13,0,0,40,Denmark
75,95244,10,0,0,35,Denmark
74,117606,11,0,0,40,Denmark
41,89508,9,0,0,50,Denmark
73,124244,9,0,0,40,Denmark
56,154374,10,0,0,45,Denmark
50,294936,13,0,0,45,Denmark
87,347132,10,0,0,40,Denmark
65,181934,9,0,0,40,Denmark
45,316672,9,0,0,40,Denmark
47,189382,11,0,0,38,Denmark
64,184018,10,0,0,40,Denmark
79,184307,10,0,0,50,Denmark
59,246212,14,0,0,45,Denmark
92,250504,9,0,0,60,Denmark
49,138705,9,0,0,53,Denmark
93,328447,2,0,0,35,Denmark
70,194608,10,0,0,20,Denmark
97,230891,10,0,0,45,Denmark
80,212448,9,0,0,40,Denmark
37,214010,13,0,0,37,Denmark
77,200235,10,0,0,60,Denmark
86,354573,14,15024,0,44,Denmark
71,205733,10,0,0,60,Denmark
42,185041,9,0,0,50,Denmark
73,84409,9,0,0,35,Denmark
82,293196,9,7298,0,40,Denmark
45,241626,9,0,0,30,Denmark
88,520586,10,0,0,39,Denmark
96,35633,10,0,0,40,Denmark
80,302847,9,0,0,54,Denmark
52,165309,9,0,0,40,Denmark
69,117529,10,0,0,54,Denmark
59,106092,9,0,0,45,Denmark
44,445824,14,0,0,50,Denmark
89,227332,13,0,0,40,Denmark
36,275691,9,0,0,28,Denmark
65,193459,11,3411,0,40,Denmark
43,284329,9,0,0,40,Denmark
76,114691,13,0,0,60,Denmark
66,96062,12,0,0,40,Denmark
54,133963,13,0,1977,40,Denmark
75,178506,9,0,0,40,Denmark
67,350498,13,10605,0,20,Denmark
69,131573,10,0,0,8,Denmark
62,206291,15,0,0,40,Denmark
37,182302,9,0,0,40,Denmark
83,241346,9,0,0,43,Denmark
84,157043,7,0,0,40,Denmark
69,404616,14,0,0,99,Denmark
51,411862,11,0,0,30,Denmark
71,183013,9,0,0,40,Denmark
37,169982,10,0,0,40,Denmark
39,188544,11,0,0,30,Denmark
43,356619,9,0,0,48,Denmark
72,45857,9,0,0,40,Denmark
87,289886,7,0,0,45,Denmark
84,146015,9,0,0,40,Denmark
73,216237,13,0,0,45,Denmark
49,416745,13,0,0,40,Denmark
91,202952,9,0,0,40,Denmark
73,167725,9,0,0,40,Denmark
35,165637,14,0,0,40,Denmark
46,43280,10,0,0,40,Denmark
44,118779,9,0,0,30,Denmark
89,191269,13,0,0,65,Denmark
51,247507,13,0,0,35,Denmark
97,239155,11,0,0,40,Denmark
44,182862,10,0,0,40,Denmark
86,33886,9,0,0,60,Denmark
57,444304,13,0,0,40,Denmark
77,187161,10,0,0,25,Denmark
84,116892,13,0,0,40,Denmark
55,176813,12,0,0,60,Denmark
86,151616,14,0,0,55,Denmark
90,240747,9,0,0,40,Denmark
39,75472,9,4386,0,40,Denmark
66,320818,9,0,0,80,Denmark
94,235271,13,0,0,50,Denmark
67,166497,13,0,0,35,Denmark
66,344060,13,0,0,40,Denmark
91,221196,10,0,0,40,Denmark
50,113544,14,0,0,40,Denmark
56,321117,9,0,0,40,Denmark
37,79619,13,0,0,42,Denmark
63,42004,10,0,0,30,Denmark
85,135289,9,0,0,45,Denmark
45,320984,10,5178,0,60,Denmark
59,203070,10,0,0,62,Denmark
73,32406,10,0,0,20,Denmark
64,99185,16,15024,0,45,Denmark
79,205839,10,0,0,16,Denmark
44,150389,13,0,0,40,Denmark
36,243631,10,7688,0,40,Denmark
35,163003,9,0,0,41,Denmark
94,231263,13,4650,0,45,Denmark
51,200818,15,0,0,40,Denmark
77,247379,9,0,0,40,Denmark
40,349151,9,0,0,40,Denmark
39,22154,10,0,0,40,Denmark
35,176317,9,0,0,40,Denmark
60,22245,14,0,0,72,Denmark
86,236436,9,0,0,40,Denmark
64,354078,13,0,0,60,Denmark
70,166813,10,0,0,60,Denmark
91,358740,9,0,0,40,Denmark
49,208426,15,0,0,35,Denmark
93,265266,13,0,1902,40,Denmark
48,31838,9,0,0,40,Denmark
50,175034,13,0,0,40,Denmark
46,413297,9,0,0,45,Denmark
46,106347,7,0,0,42,Denmark
89,174754,10,0,0,30,Denmark
83,441454,9,0,0,24,Denmark
81,209344,9,0,0,40,Denmark
95,185732,9,0,0,30,Denmark
72,65372,10,0,0,40,Denmark
54,33975,14,0,0,45,Denmark
83,326297,9,0,0,25,Denmark
95,194630,9,0,0,40,Denmark
67,167414,9,0,0,59,Denmark
97,165799,10,0,0,12,Denmark
83,192866,10,0,0,20,Denmark
75,166459,15,99999,0,60,Denmark
84,148995,9,0,0,40,Denmark
48,190040,9,0,0,40,Denmark
37,209432,9,0,0,40,Denmark
67,229465,14,15024,0,50,Denmark
91,397466,10,0,0,60,Denmark
89,283767,9,0,0,40,Denmark
86,202452,9,0,0,43,Denmark
96,218555,10,0,1762,40,Denmark
71,128604,9,0,0,40,Denmark
89,65466,13,0,0,50,Denmark
39,141326,9,0,0,50,Denmark
75,369468,13,0,0,40,Denmark
87,136137,10,0,0,40,Denmark
92,236770,9,0,0,40,Denmark
38,89534,9,0,0,48,Denmark
95,195779,11,0,0,1,Denmark
37,29778,9,0,0,37,Denmark
65,153516,10,0,0,35,Denmark
60,163594,9,0,0,45,Denmark
38,189623,13,0,1887,40,Denmark
73,343748,10,0,0,35,Denmark
78,387430,10,0,0,37,Denmark
78,409505,13,0,0,40,Denmark
82,200734,13,0,0,45,Denmark
54,115831,10,0,0,40,Denmark
82,150296,12,0,0,80,Denmark
35,323545,9,0,0,40,Denmark
88,232577,10,0,0,40,Denmark
54,152754,13,0,0,40,Denmark
76,129007,13,0,1977,40,Denmark
54,171584,13,6514,0,7,Denmark
60,386136,9,0,0,35,Denmark
41,342865,9,0,0,40,Denmark
87,186785,9,0,1876,50,Denmark
52,158926,12,0,0,40,Denmark
75,36039,9,0,0,40,Denmark
72,164019,10,0,0,10,Denmark
95,88926,9,5178,0,40,Denmark
89,188861,10,0,0,40,Denmark
56,370119,13,15024,0,50,Denmark
40,182062,6,0,0,40,Denmark
59,37238,13,0,0,45,Denmark
68,421132,9,0,0,40,Denmark
52,178660,8,0,0,40,Denmark
74,795830,2,0,0,30,Denmark
74,278403,9,0,0,65,Denmark
57,279661,14,0,0,35,Denmark
70,113397,9,0,0,40,Denmark
90,280093,3,0,1628,50,Denmark
62,236696,10,0,0,57,Denmark
38,265266,12,0,0,40,Denmark
72,34935,10,0,0,40,Denmark
95,58222,9,0,0,40,Denmark
95,301010,10,0,0,60,Denmark
89,419721,9,0,0,40,Denmark
98,186791,10,0,0,40,Denmark
45,180686,15,0,0,50,Denmark
77,209103,11,0,0,48,Denmark
93,32668,13,0,0,43,Denmark
76,256956,11,0,0,40,Denmark
85,202203,3,0,0,40,Denmark
65,85995,9,0,0,45,Denmark
42,125421,9,0,0,40,Denmark
86,283037,13,0,0,40,Denmark
73,192932,13,0,0,40,Denmark
56,244689,10,0,0,25,Denmark
82,179646,9,0,0,40,Denmark
92,509350,10,0,0,50,Denmark
63,96279,9,0,0,40,Denmark
37,119098,16,7298,0,40,Denmark
93,327120,12,0,0,55,Denmark
45,144928,13,0,0,40,Denmark
94,55237,13,0,0,45,Denmark
82,101265,9,1471,0,35,Denmark
97,114874,10,0,0,30,Denmark
73,190525,9,0,0,50,Denmark
67,121912,10,0,0,24,Denmark
79,83893,9,0,0,40,Denmark
76,138507,6,0,0,20,Denmark
37,256522,9,0,0,40,Denmark
56,168381,9,0,0,40,Denmark
41,293579,9,0,0,20,Denmark
99,285290,7,0,0,40,Denmark
81,188488,9,0,0,40,Denmark
46,324469,10,0,0,40,Denmark
88,275244,9,0,0,35,Denmark
70,265099,15,0,0,60,Denmark
94,146767,11,0,0,40,Denmark
56,40681,10,3674,0,16,Denmark
58,174938,13,0,0,40,Denmark
43,240124,9,0,0,40,Denmark
85,269708,13,2329,0,16,Denmark
74,34180,10,0,0,40,Denmark
79,225904,15,0,0,40,Denmark
96,89392,14,0,0,40,Denmark
55,46857,10,0,0,40,Denmark
36,105363,9,0,0,40,Denmark
65,195105,9,0,0,40,Denmark
82,184117,13,0,0,40,Denmark
37,134768,13,0,0,50,Denmark
94,145886,7,0,0,30,Denmark
55,153078,13,0,0,60,Denmark
53,225652,4,3411,0,50,Denmark
86,467108,10,0,0,50,Denmark
68,199765,13,7688,0,50,Denmark
36,173938,9,0,0,40,Denmark
48,191161,10,0,0,40,Denmark
67,132606,3,0,0,40,Denmark
99,30073,9,0,1848,60,Denmark
84,155190,6,0,0,55,Denmark
52,42900,13,0,0,37,Denmark
40,191161,9,0,0,50,Denmark
44,181820,10,0,0,40,Denmark
45,105974,9,0,0,41,Denmark
49,146378,9,0,0,40,Denmark
64,103440,9,0,0,24,Denmark
99,203435,10,0,0,40,Denmark
72,168312,11,0,0,40,Denmark
48,257764,9,0,0,40,Denmark
92,171301,9,0,0,40,Denmark
99,225339,10,0,0,40,Denmark
56,152234,9,99999,0,40,Denmark
94,444554,6,0,0,40,Denmark
91,403788,12,0,0,40,Denmark
95,190997,9,0,0,6,Denmark
51,221550,14,0,0,30,Denmark
44,98929,13,0,0,52,Denmark
69,169203,11,0,0,35,Denmark
58,102332,9,0,0,40,Denmark
93,230684,9,0,0,55,Denmark
79,449257,9,0,0,40,Denmark
69,198766,14,20051,0,40,Denmark
57,97429,13,0,0,40,Denmark
58,208999,10,0,0,40,Denmark
86,37072,13,0,0,50,Denmark
62,163101,13,0,0,45,Denmark
40,119075,10,0,0,50,Denmark
51,137314,9,0,0,60,Denmark
66,127303,10,0,0,45,Denmark
92,349116,9,0,0,44,Denmark
82,266324,10,0,1564,70,Denmark
74,194095,10,0,0,40,Denmark
39,46496,7,0,0,5,Denmark
36,29904,13,0,0,40,Denmark
69,289403,4,0,1887,40,Denmark
54,226922,9,0,1762,30,Denmark
95,234151,9,0,0,40,Denmark
37,238287,6,0,0,40,Denmark
70,230624,6,0,0,40,Denmark
98,398212,9,5013,0,40,Denmark
39,114758,14,0,0,50,Denmark
37,246519,6,2105,0,45,Denmark
83,137815,9,0,0,60,Denmark
35,260696,9,0,0,40,Denmark
55,325007,12,0,0,25,Denmark
65,113176,9,0,0,40,Denmark
81,66815,9,0,0,50,Denmark
96,51795,9,0,0,32,Denmark
64,241523,9,0,0,45,Denmark
94,30226,7,0,0,40,Denmark
73,352628,12,0,0,50,Denmark
56,143912,9,0,0,50,Denmark
57,130021,9,0,0,40,Denmark
49,329778,9,0,0,40,Denmark
35,196945,9,0,0,78,Denmark
74,24342,13,0,0,40,Denmark
85,34368,10,0,0,45,Denmark
57,173839,6,0,0,60,Denmark
39,73211,10,0,0,20,Denmark
85,86723,9,0,0,52,Denmark
51,179186,13,0,0,90,Denmark
65,127610,13,0,0,40,Denmark
95,115070,10,0,0,40,Denmark
37,172582,10,0,0,50,Denmark
68,256202,11,0,0,40,Denmark
73,202872,12,0,0,45,Denmark
93,184102,7,0,0,40,Denmark
37,130703,9,0,0,40,Denmark
76,134727,7,0,0,43,Denmark
83,36228,13,4386,0,35,Denmark
66,297847,5,3411,0,34,Denmark
98,213644,9,0,0,40,Denmark
47,173796,9,0,1887,40,Denmark
52,147322,11,0,0,40,Denmark
47,296253,9,0,0,40,Denmark
86,180871,11,0,0,50,Denmark
85,169882,10,594,0,15,Denmark
61,211115,10,0,0,40,Denmark
85,183870,6,0,0,40,Denmark
41,441620,13,0,0,43,Denmark
70,218542,12,0,0,40,Denmark
58,141327,14,0,0,35,Denmark
98,67716,9,0,0,40,Denmark
73,175339,9,0,1672,60,Denmark
83,347089,9,0,0,16,Denmark
55,336595,9,0,0,50,Denmark
82,27997,11,0,0,40,Denmark
46,145574,9,0,1902,60,Denmark
89,30447,11,0,0,45,Denmark
67,256866,10,5013,0,40,Denmark
88,120837,9,0,0,66,Denmark
60,185283,10,0,0,45,Denmark
84,229466,10,0,0,50,Denmark
69,298225,9,0,0,50,Denmark
77,185749,7,0,0,40,Denmark
79,333100,6,1055,0,30,Denmark
54,125892,14,0,0,50,Denmark
78,563883,9,0,0,60,Denmark
35,311249,9,0,0,38,Denmark
82,221757,9,3325,0,45,Denmark
88,310152,10,0,0,40,Denmark
41,211453,9,0,0,2,Denmark
84,94113,15,0,0,60,Denmark
82,192945,9,7688,0,40,Denmark
47,161508,6,0,0,40,Denmark
53,177675,10,0,0,40,Denmark
48,51100,9,0,0,40,Denmark
40,100584,6,0,0,40,Denmark
51,163003,9,0,0,40,Denmark
86,67728,10,0,2051,45,Denmark
93,101320,14,0,0,75,Denmark
81,42706,11,0,0,60,Denmark
75,228535,12,7298,0,36,Denmark
37,120939,15,0,0,5,Denmark
39,98283,13,0,0,40,Denmark
97,216481,13,0,0,40,Denmark
73,208869,14,0,0,11,Denmark
85,207940,10,0,0,36,Denmark
54,34248,9,0,0,38,Denmark
82,83727,9,0,0,48,Denmark
76,183077,11,0,0,40,Denmark
53,197850,7,0,0,24,Denmark
41,235271,10,0,0,35,Denmark
72,35236,9,0,0,40,Denmark
45,255822,11,0,0,40,Denmark
39,263925,9,99999,0,40,Denmark
38,256263,9,0,0,25,Denmark
54,293535,13,0,0,40,Denmark
93,209448,6,2105,0,40,Denmark
96,57651,9,0,2001,42,Denmark
60,174592,9,0,0,25,Denmark
58,278763,9,0,0,40,Denmark
73,175232,14,0,0,60,Denmark
80,402812,10,0,0,48,Denmark
44,101150,9,0,0,41,Denmark
42,103538,9,0,0,40,Denmark
93,156877,9,15024,0,35,Denmark
58,23940,9,0,0,40,Denmark
45,210295,7,0,0,50,Denmark
98,80058,7,0,0,43,Denmark
74,187119,13,0,1980,65,Denmark
89,105021,10,0,0,55,Denmark
84,225775,10,0,0,40,Denmark
81,395831,13,0,0,80,Denmark
60,50282,10,3325,0,45,Denmark
37,32732,10,0,0,45,Denmark
47,179436,13,15024,0,55,Denmark
80,290593,14,0,0,40,Denmark
43,123253,12,0,0,42,Denmark
98,48433,9,0,0,40,Denmark
86,245317,9,0,0,50,Denmark
94,431745,10,0,0,14,Denmark
35,436006,10,0,0,40,Denmark
65,224943,10,0,0,40,Denmark
96,167990,11,15024,0,65,Denmark
82,217054,13,0,0,35,Denmark
61,298834,11,0,0,50,Denmark
58,125000,13,0,0,40,Denmark
77,123983,13,0,0,40,Denmark
47,155489,9,0,0,58,Denmark
61,284834,13,2885,0,30,Denmark
93,212495,13,0,1340,40,Denmark
96,32124,5,0,0,9,Denmark
95,246891,13,0,0,40,Denmark
65,141483,5,0,0,40,Denmark
83,31985,10,0,0,40,Denmark
45,170800,10,0,0,40,Denmark
57,166295,13,0,2339,55,Denmark
46,231286,10,0,0,15,Denmark
88,159322,9,0,0,40,Denmark
52,176026,9,0,0,40,Denmark
53,118025,13,99999,0,50,Denmark
63,26898,9,0,0,12,Denmark
94,232628,9,0,0,40,Denmark
80,85995,6,0,0,40,Denmark
66,125421,14,0,0,40,Denmark
53,245305,6,0,0,42,Denmark
70,73493,10,0,0,40,Denmark
90,197058,12,0,0,40,Denmark
49,122116,10,0,0,40,Denmark
78,75742,9,0,0,40,Denmark
